name,surname,pesel,date_of_birth
Łukasz,Strzelczak,19133554159,1994-09-01
Andrzej,Fit,59868030911,1996-03-08
Aleks,Lemke,74964226750,2000-10-10
Ada,Kalinka,92943153010,1981-03-27
Justyna,Słoń,14557512977,1979-01-25
Oskar,Neubauer,87124587667,1993-06-16
Jerzy,Maćczak,84783192247,1974-11-28
Kamil,Buśko,45721245633,1987-07-04
Jerzy,Mieszała,46365139038,1994-09-15
Elżbieta,Pazik,98789007394,1985-08-10
Gaja,Łupina,56707385381,2002-07-19
Dawid,Dynak,25438819664,1992-10-06
Ryszard,Sarosiek,11126435525,1999-04-22
Jacek,Świerkosz,35353026863,1993-03-02
Gaja,Woda,84599923083,1970-03-08
Anna Maria,Pawliczak,86062538132,1996-04-29
Kaja,Miechowicz,30511602933,1995-12-06
Tadeusz,Burzawa,89137988180,1982-07-21
Mieszko,Margol,92854109318,1986-09-13
Róża,Zwara,37248492099,1976-11-10
Mateusz,Mrozowicz,23199993947,1972-04-04
Melania,Jonak,68658535142,1974-06-10
Ryszard,Kielan,49632527798,1971-08-21
Julianna,Draus,43602669242,2001-01-13
Mikołaj,Starzak,35427818979,1974-11-25
Miłosz,Klimko,85279732504,1995-02-27
Andrzej,Petryk,97418084062,1994-07-01
Natan,Sajda,97992215483,1996-02-01
Kaja,Stożek,11767509347,1981-05-16
Olaf,Tokarek,75882244707,1992-03-04
Franciszek,Bitner,34405355053,1974-02-12
Dorota,Żbik,58257288053,1970-10-11
Dorota,Bohdanowicz,38297876701,1979-07-09
Julian,Kaźmierczyk,75647940604,1985-06-28
Sandra,Kubowicz,59318060025,1987-10-15
Janina,Sommerfeld,54092310826,1987-08-03
Elżbieta,Swaczyna,65477188234,1980-12-17
Maks,Imiela,50950071392,1973-08-05
Grzegorz,Zimmer,87723581927,1972-08-22
Róża,Żurawik,13432553327,2001-04-22
Radosław,Bieszke,44387076242,1994-08-26
Mateusz,Mokwa,41083611799,1971-08-05
Fabian,Łusiak,55667878295,2002-10-24
Cezary,Królikiewicz,31131594420,1970-02-03
Albert,Sosnówka,77023117616,1985-11-25
Radosław,Pudełek,88371844725,1996-01-15
Adam,Pęciak,44023480248,1979-09-16
Bianka,Mordak,57068303900,1996-01-09
Józef,Czajor,26945996441,1993-12-22
Gaja,Damian,31035025905,1988-12-21
Robert,Downar,74153117823,1980-10-19
Olaf,Roch,57847884444,1991-07-10
Monika,Fita,57716286515,1995-12-19
Julita,Szambelan,20494614542,1980-05-10
Marika,Boduch,63026388883,2003-11-14
Aleks,Bulak,13390110610,1975-11-04
Inga,Mikusek,23903975530,1991-11-20
Krzysztof,Łudzik,87551371709,1999-11-02
Maurycy,Wesoły,24214885032,1987-07-20
Kajetan,Łukowiak,54767711987,1985-07-03
Jakub,Kretowicz,96911381966,1971-07-17
Adam,Hak,49099994655,1973-11-04
Jan,Żuberek,23014122804,1992-01-03
Ignacy,Grodek,66068039865,1999-08-23
Bruno,Tryka,58452599241,1991-05-04
Kamila,Kwapisiewicz,80400107844,1971-11-04
Bianka,Faltyn,29461103721,1973-06-04
Anita,Parzyszek,94059314404,1989-05-30
Iwo,Patoła,77437922509,1995-03-26
Oliwier,Dorobisz,20195998508,1981-01-19
Damian,Połom,69769019986,1984-12-11
Anita,Jurczuk,72097432989,1996-03-28
Arkadiusz,Maziarczyk,94989893377,1984-08-03
Julianna,Kijas,13449650568,1990-07-19
Kornel,Superson,61600924406,1973-08-12
Monika,Klimko,87322989690,1978-05-18
Sylwia,Kukuczka,61909969549,1980-11-05
Anita,Guzdek,41535122538,2002-06-15
Natasza,Kałwak,63269444591,1994-04-22
Sara,Gzyl,23282566049,1972-12-30
Alex,Chabior,38642441301,1999-09-17
Natan,Tyniec,85912734657,1989-09-14
Szymon,Magier,76817380806,2002-03-26
Szymon,Zagożdżon,38380183695,2000-06-25
Stanisław,Klucznik,65311960563,2003-09-19
Natan,Łukasiuk,54917612445,1975-11-06
Eliza,Boguta,29491663856,2003-04-01
Adam,Strawa,86638794741,2002-04-06
Franciszek,Kobryń,23819878523,1998-02-02
Ewelina,Piersa,76774457197,1990-11-11
Patryk,Stypa,40661161093,1984-05-19
Bianka,Ważna,89367446431,1992-11-18
Alan,Sajewicz,65023952732,1983-03-16
Maurycy,Stanclik,60111835606,1976-07-08
Malwina,Goj,40707319358,1991-07-06
Ida,Nestorowicz,96667306468,1970-11-24
Eryk,Franas,18309896077,1985-06-26
Andrzej,Karmelita,80740965047,2000-03-17
Anna Maria,Sidorczuk,89917706141,1986-05-01
Olgierd,Wojtalewicz,93391721907,1989-07-13
Dariusz,Hennig,53400356021,1992-02-17
Kornelia,Kluczyk,44368665052,1999-03-09
Klara,Łapot,47870600236,1972-04-13
Sebastian,Jaszczyszyn,65757871937,1981-01-17
Maciej,Kuzia,49933559617,1979-07-24
Tadeusz,Zaborek,31233358458,1996-02-14
Natasza,Pałyga,14110194179,1972-10-22
Stefan,Kruszka,43912240863,1997-12-17
Jakub,Potoczek,32690413795,1978-01-08
Adam,Grotek,94038836773,2002-04-12
Inga,Dyja,76375023656,1996-11-06
Aleksander,Apostel,45364882921,1978-11-24
Karol,Pociask,87738735029,1976-08-21
Eliza,Keler,93505598543,2001-11-26
Jan,Wiszowaty,70994125442,1983-07-05
Gabriel,Kołaczyk,91635496070,1993-02-25
Nataniel,Malon,22439163620,1998-11-25
Lidia,Gapys,60927129658,1982-04-07
Bianka,Trzepizur,26073221130,1994-03-28
Liwia,Kafel,39271505712,1971-05-05
Dagmara,Sprycha,26642884285,1986-04-04
Emil,Bobak,32151102432,1982-08-31
Oskar,Wawrzynowicz,84837609556,2003-04-22
Adrian,Wąsiewicz,91761461932,2001-09-20
Jędrzej,Kononowicz,75746008592,1977-09-02
Angelika,Hrynkiewicz,90242232748,1976-04-28
Oskar,Koźlak,54739844821,1977-06-19
Ewelina,Nieborak,69702519461,1984-08-16
Tola,Matejuk,84505801467,1977-06-03
Oliwier,Szymańczak,40387124999,1988-02-18
Artur,Galek,51864203331,1984-08-14
Julita,Buksa,78075278517,1997-02-06
Konrad,Oślizło,68267847423,1996-03-30
Róża,Piotrkowicz,42366294855,1994-07-28
Robert,Sadura,48480691583,1994-10-28
Marcelina,Piotrowiak,40370052610,2000-10-22
Alex,Kosiec,65611537954,1981-10-29
Maks,Bączkiewicz,12401169283,1996-09-26
Konrad,Bajak,75711050866,1993-10-08
Jan,Trzepizur,76384543852,2002-04-01
Dawid,Kutek,80444394999,1971-12-04
Ryszard,Niedośpiał,66305539030,1974-10-28
Konrad,Lula,77175028026,1994-06-27
Jacek,Lula,90173699075,1990-04-24
Julita,Węgrzyk,48442932342,1996-06-08
Aleks,Boguś,53878758276,1991-08-18
Gaja,Fijak,90906636290,1999-07-10
Borys,Szyba,94143602031,1992-06-21
Nikodem,Gonsior,13867127607,1978-03-17
Julita,Kołtuniak,38343437108,1987-05-03
Borys,Bakun,72052179944,1993-12-03
Gaja,Drgas,35425182614,1984-04-03
Fryderyk,Protasiuk,45761010776,1974-01-13
Ada,Balawender,61500880378,1989-05-20
Albert,Pernak,71036551193,1989-06-20
Antoni,Maciuk,58599408405,1979-01-30
Sylwia,Leks,91027111329,1983-08-28
Natan,Zyzik,11861806896,1994-06-01
Wojciech,Pruchnik,16617254259,1976-11-05
Kalina,Wosiek,71584979000,2000-10-23
Albert,Garncarek,60666686165,1989-08-19
Jan,Ofiara,55745532649,1976-09-14
Ernest,Prażmo,96684398824,1985-05-05
Maks,Kurcz,87447832290,1996-12-29
Liwia,Rajda,73704759127,1998-04-08
Hubert,Dąbrowicz,97714460146,1978-03-05
Szymon,Kalinka,44123867306,1979-05-30
Kazimierz,Wika,55632344421,2001-06-06
Dariusz,Piwek,26702000917,1988-12-25
Rozalia,Misiaszek,57937389343,2003-10-15
Szymon,Mądrzak,54720178478,1972-03-05
Nataniel,Piesik,69330100591,2003-05-21
Kazimierz,Chwedczuk,74576193602,1996-12-05
Urszula,Białous,80147405426,1995-06-05
Radosław,Błażejak,86962740287,1980-04-07
Tymoteusz,Hendzel,21826616481,2002-03-23
Maurycy,Laszczyk,97835786155,1978-09-22
Ida,Troka,94447203497,1993-04-24
Kaja,Linda,68100919267,1984-10-05
Karina,Samulak,84727739136,1975-08-19
Karol,Filas,15198735359,1978-08-06
Kamila,Szyjka,77547150837,2002-03-02
Sylwia,Głowienka,52132316416,1984-05-09
Witold,Długozima,95228695532,1995-06-22
Tymon,Szylar,54643860828,1975-12-18
Aleksander,Guściora,26916386258,1979-02-18
Urszula,Okraska,29301020232,1978-12-29
Alan,Gasz,79412683444,1985-01-04
Daniel,Piłka,67299503845,1995-11-01
Witold,Bobko,79345464492,1972-03-08
Ksawery,Miros,63976469381,1970-05-06
Adam,Kasak,56407200343,1993-02-26
Inga,Jeżyk,86676867042,1974-03-02
Tymoteusz,Ważna,40644453796,1979-02-09
Adrian,Kłósek,76424752213,1979-01-01
Mariusz,Kurzyna,15870653579,1976-09-27
Andrzej,Noculak,36477615050,1971-05-02
Wojciech,Szwałek,96676477565,2002-04-09
Adam,Buszka,96796967810,1978-11-27
Wojciech,Kamieniarz,19488177051,1987-11-28
Karina,Trepczyk,41345149239,2001-10-26
Robert,Członka,57511021786,1992-09-09
Tymon,Kajak,11105313764,2001-09-15
Kalina,Lesik,54617940532,1985-07-11
Malwina,Samoraj,21693228116,1989-05-12
Artur,Białczyk,77690686220,1980-03-31
Julianna,Sobisz,13230641407,1998-08-22
Krystian,Kandzia,83622696599,1990-11-05
Agnieszka,Malisz,69298760890,1970-11-26
Kalina,Oczko,87057130354,1978-04-16
Mikołaj,Sondej,17450559531,1992-09-26
Gustaw,Szłapa,32123178075,1982-07-30
Tymoteusz,Leśny,36288525363,1995-06-07
Rafał,Bejger,38474423423,1970-01-16
Maurycy,Soczówka,78873297926,1973-03-01
Gaja,Szwiec,97049547332,1997-04-17
Jędrzej,Fal,42285290426,1992-01-24
Marcelina,Sapa,14273664485,1984-10-11
Juliusz,Błażejak,44401062862,1981-09-04
Malwina,Machowiak,66878181273,1990-05-03
Marek,Podgórny,88814328116,1974-07-07
Agnieszka,Och,95555735811,1990-03-11
Adam,Szylar,33876825591,1996-10-17
Ada,Hanzel,83761195948,1983-09-03
Tomasz,Ulewicz,36978410961,1990-05-02
Aleksander,Tatarczyk,77785628383,1995-09-17
Tadeusz,Uliczka,30232001466,1999-07-10
Olaf,Jodko,85409113795,1997-10-13
Dorota,Przewoźnik,97987858162,1982-04-25
Karol,Swaczyna,46390900303,1983-07-22
Maksymilian,Stosio,18072177521,1972-02-14
Łukasz,Kurcz,91783957099,1980-11-25
Miłosz,Pasztaleniec,18568341370,1973-09-14
Leon,Deptuch,74038223438,2000-07-08
Marek,Kuświk,26884225098,1986-12-17
Arkadiusz,Reiter,45288736923,1996-08-07
Nicole,Jakubiuk,98159013041,1980-09-03
Lidia,Zwara,50895164470,1990-06-16
Natan,Sykut,28702136898,1985-02-20
Karina,Kuder,45750048426,1982-06-24
Alan,Majdak,18655268086,1970-01-31
Karol,Sowała,41650500542,1982-07-29
Ignacy,Kubaczyk,91176764782,1971-05-05
Natasza,Raba,28405473966,1983-07-15
Maks,Milcarz,45782618972,1995-07-07
Sebastian,Dziuda,22723496389,1985-01-07
Dagmara,Myszk,67361710024,1999-09-10
Błażej,Sadowy,44927152073,2000-06-13
Blanka,Kleinschmidt,85507600476,1992-05-27
Karol,Oleśkiewicz,77409855142,1984-03-26
Paweł,Chojna,75057466425,1997-06-30
Liwia,Kolman,81749012049,1980-11-19
Michał,Świech,90388035753,1982-07-05
Patryk,Bosek,51545787017,1986-05-28
Aleks,Prokopiak,68358637167,1997-10-04
Mariusz,Kleban,31843487938,1987-09-01
Sebastian,Gasz,25216273472,1991-02-07
Artur,Wyskiel,32721950688,1981-07-17
Ada,Nowek,47337641248,1992-08-09
Adrian,Matyjas,38405051697,1989-06-05
Nicole,Kosman,79840419779,1979-08-07
Maciej,Gryciuk,27012822203,1984-03-10
Aniela,Ciarka,40560309896,1978-12-28
Marcelina,Hallmann,63943053098,1976-05-01
Klara,Janiga,92794937891,1988-09-17
Ewelina,Mieszała,22168096515,1992-06-18
Tadeusz,Stawowczyk,83761955216,1986-11-27
Szymon,Gosik,53246085618,2002-08-05
Artur,Gadzała,25877795217,1975-05-27
Rafał,Barcz,34532550094,1981-02-13
Roksana,Grześków,94634572834,1986-04-17
Dariusz,Nowotnik,12811075055,1990-06-17
Nikodem,Lisak,91419708161,1972-02-03
Wiktor,Pryk,69930194737,1975-05-29
Krystian,Pałac,24398786576,1990-08-16
Sandra,Pusz,23923705584,1972-05-15
Gustaw,Łudzik,13922059750,2003-12-27
Kamila,Raczkiewicz,88111343202,1989-04-05
Maciej,Piaseczna,47425685058,2003-03-03
Ida,Cyrek,49424881663,1984-03-24
Mieszko,Bryndza,18949163199,1971-06-08
Julita,Nędzi,34983627991,1981-02-15
Natasza,Gortat,47789002828,1993-12-24
Ada,Kochanowicz,93545519937,1974-03-23
Mikołaj,Siwczak,45749543738,1986-07-31
Antoni,Frączkiewicz,97620466134,1972-02-04
Emil,Palak,42158734618,1999-05-08
Apolonia,Chojak,87539498245,1970-09-28
Janina,Kazimierczyk,66464540376,1985-05-01
Marianna,Wojtarowicz,41112454274,2000-09-05
Arkadiusz,Ośka,31991400120,2000-07-01
Krzysztof,Ciuła,34524847082,1972-07-27
Franciszek,Hajdas,52541593883,1976-05-08
Gabriel,Żero,49428282821,1995-11-28
Julian,Huczek,95421282912,1988-09-17
Maciej,Molga,17993549717,1981-12-31
Łukasz,Sadownik,46256963931,1992-10-09
Kornelia,Wołodźko,51244791245,1980-09-05
Mariusz,Jamroży,77896890918,1978-04-02
Tymoteusz,Wasilewicz,90166287664,1978-07-19
Ida,Bak,37634219348,1997-12-28
Marika,Krzosek,49739299893,1997-09-20
Eryk,Żołnierczyk,76874501826,1980-05-14
Maksymilian,Steciuk,43142223730,1975-01-05
Bruno,Parzyszek,93945951704,2000-07-18
Rozalia,Kral,53581072773,2003-10-26
Borys,Rudowicz,92642259598,1995-02-07
Tola,Wosiek,62866128642,1986-01-09
Alan,Gwardiak,11869272120,2000-11-02
Anita,Sularz,47150302216,1982-09-23
Maciej,Andrejczuk,63800275385,1976-11-17
Tadeusz,Kalisiak,41356639363,1970-11-19
Konstanty,Burnat,68848782833,1991-01-01
Dominik,Oleksa,76641831388,1976-05-15
Józef,Butrym,40113724419,1990-09-21
Sylwia,Buszkiewicz,89404417885,2003-12-26
Jakub,Latek,69653820395,1989-05-22
Damian,Szrama,33558417710,1972-09-13
Karol,Han,49668674042,2001-10-22
Maksymilian,Krzywoń,95862834155,1987-08-04
Mieszko,Budniak,66900488341,1982-04-09
Tobiasz,Michniak,11946540124,1989-07-20
Olaf,Thomas,29285372694,1970-06-25
Bruno,Rychcik,20587006148,1989-12-07
Cezary,Kusio,78584551757,1998-07-02
Witold,Miechowicz,96859049134,1995-05-07
Radosław,Gul,48251423963,1985-12-17
Bianka,Rzeźniczak,87324500268,1999-07-27
Jan,Sierota,34543282377,1971-04-14
Ida,Styn,52950550857,1998-04-20
Bruno,Matulka,11147661620,1984-07-04
Dagmara,Fulara,14887525656,1986-11-22
Krystyna,Ośko,33829741580,1972-10-12
Sandra,Szczypek,83351168739,1975-04-09
Kornelia,Maślankiewicz,85227057580,1983-04-27
Konstanty,Kolber,11551754315,1987-09-13
Klara,Skrzecz,12528576789,2001-07-25
Kamila,Kozdrój,81135543800,1997-09-04
Olaf,Kwoka,38656493858,1985-10-28
Gabriel,Salomon,84125892920,1975-03-20
Igor,Koral,74141927225,1976-01-23
Konrad,Solich,85350935381,1976-02-25
Róża,Rysz,89137872633,1988-08-17
Artur,Getka,44982693932,1973-01-28
Ewa,Teterycz,93213861132,1993-05-26
Borys,Głowienka,89722883685,1991-01-31
Julita,Helak,43645330767,1973-05-03
Witold,Ciesiółka,74093463071,1995-03-01
Jacek,Kuśmider,86061917118,1980-08-20
Urszula,Durlej,24827539779,1984-09-25
Przemysław,Kuszyk,97924972168,1999-01-02
Kalina,Pleskot,22641470699,1976-07-18
Przemysław,Maron,88741080738,1995-10-27
Julita,Gendek,66751701556,1990-03-23
Iwo,Cich,18912988619,1990-09-11
Adrian,Śmieja,91272835828,1986-03-08
Marcelina,Sarota,48712410965,1997-08-05
Alan,Majtczak,39298109366,1994-05-06
Marcin,Fogiel,68476507054,1981-10-28
Robert,Baum,46542304379,1987-08-08
Wiktor,Dudko,52565202905,1977-10-13
Marek,Kostro,51884768398,1979-07-09
Marcel,Litwinowicz,71557183667,1989-05-25
Jędrzej,Frelich,20300220376,2003-06-04
Patryk,Konstanty,17022161338,1978-01-23
Oskar,Wołoszczuk,39437240008,1977-10-25
Miłosz,Siekierka,15999144391,1998-03-30
Artur,Dyszy,29243342501,2000-09-22
Konstanty,Holc,33851240220,1971-11-03
Gabriel,Torbus,91462847652,1996-06-27
Artur,Gierek,97528778693,1978-03-16
Radosław,Dawidek,69808396075,1991-12-18
Eryk,Giedrojć,38198400091,1985-10-19
Ida,Wrochna,78855540618,2000-08-21
Janina,Godzik,31209480113,1984-03-13
Artur,Grębowiec,50742044463,1979-04-29
Norbert,Szałas,84944449918,1992-07-01
Justyna,Kozdrój,62841182758,1974-01-20
Rafał,Muc,53092119896,1998-12-03
Gabriel,Michalczak,42524224609,1992-11-17
Maurycy,Długozima,59665368529,1992-07-02
Julian,Roś,37485767926,1983-01-29
Oskar,Miętka,18495082729,1981-09-08
Jacek,Szczepan,76545589159,1977-07-27
Anastazja,Prokopiak,26128461843,1975-12-02
Adrian,Opioła,97935268630,2002-10-04
Leonard,Długozima,20853229515,1998-09-21
Sylwia,Kudłacik,58500065705,1990-08-23
Kacper,Heczko,37850989565,1972-11-07
Marcel,Proć,85987173730,1985-02-22
Ada,Nieradzik,10806804765,1976-05-04
Emil,Maciejuk,36027816196,1983-03-30
Artur,Kraszkiewicz,88068825595,1975-12-05
Krzysztof,Ładziak,67769471328,1976-04-16
Urszula,Pieszak,82162986630,1985-06-01
Kacper,Posmyk,98061734364,2001-12-30
Julianna,Wajer,97079177642,1976-12-07
Nela,Broszkiewicz,86063813872,2000-07-07
Monika,Szumiło,73350242895,1971-01-04
Ksawery,Jarosik,99759713073,1979-11-28
Bruno,Kretowicz,11551795909,1984-11-02
Aleksander,Kozdrój,55167325469,1998-01-09
Leonard,Jasina,33053820652,1978-06-07
Szymon,Słabosz,90267314779,1986-07-13
Anita,Bieniak,25052915667,1976-11-19
Ksawery,Śmieja,49513219790,1985-12-13
Ryszard,Dej,27329908637,2000-09-23
Kamil,Fiedorczuk,69988784177,1990-03-04
Norbert,Kacperek,28895712761,1985-10-11
Arkadiusz,Semik,53835559801,1976-03-21
Patryk,Rembacz,93078812300,1999-05-29
Kornelia,Krywult,77973002487,1996-04-17
Fryderyk,Trzepizur,96685918019,1987-09-07
Bianka,Łokietek,58883644537,1989-06-22
Krzysztof,Szymanik,39156024903,1980-10-01
Mieszko,Bugiel,85076515528,1999-08-27
Jan,Gogola,67462306175,1984-06-13
Maksymilian,Czupryn,99645869665,1992-06-08
Julianna,Wajdzik,36119091667,1971-09-26
Andrzej,Chadaj,17829377862,1972-06-08
Alex,Frączkiewicz,96388891782,1979-04-14
Mieszko,Melaniuk,86017929006,1992-11-24
Kamil,Matyjaszek,15260373786,2001-01-31
Kamil,Odrzywołek,67610622218,1997-06-11
Alan,Pietraszkiewicz,29693256756,1972-09-13
Nataniel,Trepczyk,94132713423,1985-03-14
Mieszko,Lemiesz,43591660471,1983-02-15
Karol,Stawowczyk,27682520292,1999-10-18
Marika,Latuszek,54530318495,2000-05-22
Angelika,Wojczuk,64170928614,2002-09-04
Fryderyk,Jarczak,26345308472,1981-11-14
Łukasz,Piegza,13680013924,1996-12-14
Bianka,Pietrusiak,55113262014,2000-07-23
Ryszard,Kacperczyk,35299754705,1999-11-13
Ida,Krysta,37823358870,1987-12-07
Natan,Katana,92600303711,1970-07-06
Jan,Pieszak,29690332731,2000-05-30
Miłosz,Błażejak,21483552751,1975-01-20
Cyprian,Koj,86738745720,1986-06-20
Stefan,Grabczak,14564606542,1988-11-06
Fryderyk,Tałaj,26588982483,1970-01-09
Norbert,Hass,82726231959,1999-08-29
Miłosz,Usarek,95430425995,1977-09-08
Alex,Kruzel,28312272443,1974-04-21
Tadeusz,Pazoła,72573625030,1982-03-06
Daniel,Rejmak,97680012084,1975-02-13
Julianna,Krzysztoszek,96542782986,1974-09-12
Olaf,Czochara,48149364301,1992-03-20
Anastazja,Nalazek,85388958877,1984-09-01
Malwina,Jajko,26939114316,1973-04-03
Blanka,Bieleń,38273235456,1980-08-12
Sonia,Cichos,21183112757,1996-09-25
Marcel,Kościołek,81507894094,1978-03-08
Emil,Giersz,42368679194,1995-04-17
Ignacy,Wacław,15861866107,1983-12-14
Dagmara,Zemanek,93424869035,1984-03-13
Tomasz,Molga,89858943840,1980-11-25
Kajetan,Niechciał,53368424920,1979-01-13
Paweł,Nieradzik,78875586267,1989-02-12
Natan,Heinrich,94574057804,1970-07-26
Oliwier,Śnieg,43585504516,1986-04-21
Juliusz,Wojtak,53616251766,1981-04-19
Rafał,Kontny,68630135491,2000-09-09
Natan,Cieciura,62241743950,1981-09-10
Artur,Wnuczek,78138621693,1982-12-03
Anastazja,Kędziorek,50711121178,2001-10-28
Elżbieta,Grochowina,64871102656,1970-10-09
Przemysław,Bluszcz,73664567712,1996-10-24
Adrian,Kuza,45142979589,1994-06-09
Radosław,Widuch,86105382382,1981-08-29
Kornel,Puc,85500233275,1976-09-03
Alan,Fiedler,99092428631,2002-05-28
Angelika,Litwiniuk,90686822123,1994-12-01
Aleksander,Torbus,22575743571,2003-11-11
Emil,Grzejszczak,86700187833,2003-03-31
Witold,Pytko,66449399184,1971-02-16
Jan,Żyrek,87043153336,2002-01-24
Maksymilian,Rybus,78335716704,1975-03-10
Gustaw,Smoter,79600982830,1994-02-24
Sandra,Bojarczuk,77187134354,1996-02-05
Filip,Łuc,87482411874,1979-05-30
Jerzy,Para,64226857431,1996-04-09
Dariusz,Butrym,18111917075,1999-08-01
Marika,Tylus,30125552730,1973-12-18
Eliza,Mikosz,51270640701,1999-11-29
Wojciech,Leżoń,49803501349,1987-07-05
Marika,Jarczyk,17941865398,1987-11-28
Ida,Strzoda,73527393358,1982-02-08
Eryk,Bazydło,44081243256,1989-03-24
Sebastian,Kutek,51847952542,1996-12-09
Adrianna,Dziduch,79230420113,1982-05-21
Alan,Lichoń,85988963728,1996-10-29
Kamil,Poleszak,84543192761,2001-09-25
Patryk,Honkisz,57327603435,2003-02-14
Stanisław,Senger,12264934944,2003-10-07
Leonard,Franiak,68605342521,1982-05-24
Konrad,Szurek,52439070159,1984-05-12
Artur,Trzyna,88987209184,1986-09-12
Jan,Dankiewicz,38448526941,1988-01-04
Jerzy,Obarzanek,19308282933,1993-04-25
Patryk,Bzdęga,63488816864,1973-06-08
Emil,Wiertelak,86647501530,1972-03-09
Anna Maria,Kazana,54975710307,1992-01-07
Konrad,Cybul,97720440136,2003-11-02
Adrian,Parda,94042860987,2001-09-05
Mateusz,Pindral,72777852328,1975-03-22
Sara,Wąsek,74211658501,1981-02-23
Marika,Krzosek,40054568236,1987-06-02
Patryk,Batóg,69279272166,2000-10-06
Krystian,Grabczak,78773627546,1993-05-05
Maks,Dmoch,37577349568,2002-04-25
Bianka,Bryndza,35892485349,1990-03-17
Sonia,Machowiak,20437439501,1976-11-18
Kajetan,Staręga,41457456250,1996-02-06
Roksana,Karłowicz,78065069069,1972-04-20
Maciej,Kulma,48636608363,1979-12-19
Miłosz,Wałęsa,48670924467,1977-08-14
Marek,Ligenza,34333212841,1989-12-07
Kalina,Krüger,17618259017,2001-05-10
Damian,Malcherek,18095368133,1990-11-06
Józef,Staniaszek,39226693864,1975-10-13
Robert,Hulbój,45562986675,1972-07-24
Wiktor,Kurzydło,34033443024,1979-07-02
Arkadiusz,Wawrzynowicz,40513316926,1980-05-30
Antoni,Ogrodowicz,84079419468,1999-09-10
Ignacy,Jancewicz,53050259030,1984-02-06
Kajetan,Boksa,67689399031,1987-12-04
Krystyna,Swaczyna,60986950970,1979-03-27
Tola,Sadoch,92297130219,1998-09-07
Monika,Talaśka,70011903744,1998-03-17
Aniela,Wabik,35419217990,1982-05-15
Albert,Ciuruś,82899455852,1989-12-25
Olaf,Cebulak,23344116011,2001-09-25
Melania,Wawrzyn,11853844841,1976-11-24
Sylwia,Wojcik,24292899254,1984-08-16
Łukasz,Szóstak,78039614742,1978-12-21
Cyprian,Wiszowaty,28856322488,1981-07-25
Ernest,Bugiel,35763446847,1970-05-15
Albert,Franków,67309301947,1983-03-22
Olgierd,Pancerz,16681242685,1992-02-11
Monika,Gumieniak,66479939768,1973-06-01
Adrian,Mazan,24233137832,1998-09-27
Natasza,Guźniczak,15496090060,1986-05-22
Tola,Tytko,25166916869,1972-09-08
Juliusz,Tabak,10585064828,1977-07-06
Cezary,Kucab,49323616941,1996-02-08
Stefan,Wawrzynkiewicz,41359820708,1992-02-11
Jakub,Banek,68875114985,2003-10-05
Paweł,Leśko,64197979315,1999-04-30
Monika,Grygo,75794361421,1975-06-17
Kornelia,Piskor,16565834119,1983-03-15
Tadeusz,Michalczak,78770930022,2000-08-02
Urszula,Troć,40792874392,1976-05-27
Miłosz,Ambrożewicz,18061489422,1970-03-08
Igor,Staciwa,71428182638,2002-04-04
Alan,Ceran,55261021114,1997-09-12
Józef,Bylina,84187998099,1996-11-27
Melania,Picheta,18415881118,1972-07-24
Maks,Szóstak,84181224592,1989-09-06
Jakub,Cieciura,47618813626,1985-05-21
Jan,Chromy,66180710535,1991-10-28
Borys,Para,71214790833,1983-11-15
Ada,Nalewajko,27744982932,1999-09-10
Ida,Dzierwa,73740559407,1978-08-01
Melania,Giedrojć,11085810010,1971-01-09
Liwia,Klucznik,17893806521,1970-06-30
Jerzy,Jasnoch,91637154736,1994-02-07
Sylwia,Piaseczna,48501384358,1981-04-25
Jakub,Rubaj,34567213828,1997-06-03
Szymon,Patoła,14549061235,1977-08-03
Mikołaj,Kleinschmidt,66600048525,1987-01-27
Andrzej,Jarosiewicz,58334633261,1972-03-24
Marianna,Gozdur,13785957874,1987-07-06
Ewa,Gęgotek,90395121504,2001-03-12
Malwina,Gołofit,42467766879,1998-07-21
Ida,Fita,70742777103,1999-11-08
Mariusz,Sadłocha,88347161662,2000-10-03
Kalina,Juroszek,91467152480,1986-09-17
Patryk,Ziarek,68100384879,1991-10-29
Tola,Hartman,61661812002,1987-08-24
Jerzy,Klorek,40455462350,1998-11-12
Konstanty,Matla,20080515708,1997-12-18
Gaja,Syldatk,45553948318,1975-06-03
Mateusz,Krenc,55904363650,2002-04-05
Inga,Marko,28870678391,1994-03-17
Oliwier,Wawrzonek,49126629869,1993-04-13
Jakub,Marciniszyn,87331247260,1990-02-25
Ignacy,Bejger,70265268517,1970-03-12
Jacek,Bartocha,15120118971,1971-12-11
Krystian,Guziak,47278833554,1993-11-30
Grzegorz,Szaj,16349879846,2002-03-23
Daniel,Zmyślony,76148311663,1993-06-11
Bruno,Kutera,15758555087,1989-06-21
Stanisław,Moczko,27543457480,1981-03-04
Emil,Wejman,49260399893,2003-03-31
Krystian,Przybyś,15282011525,1995-10-25
Paweł,Rząd,90326222296,1986-12-13
Mikołaj,Witkowicz,52033322010,1987-10-02
Hubert,Szymańczak,18489742076,1997-07-27
Krystyna,Malecha,90660701463,1999-02-22
Przemysław,Misztela,26657490185,1970-07-05
Monika,Trybuś,94192558542,1981-03-19
Sebastian,Gorgol,70295042801,1983-05-12
Alan,Sorbian,73777571421,1974-06-10
Janina,Duchnik,35466316031,1985-01-17
Angelika,Ignatiuk,97699252343,1976-03-27
